danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,added_at,albumid,artists,genre,imagehref,trackName,popularity
0.479,0.368,6,-7.784,1,0.0341,0.739,0.000041,0.118,0.142,92.959,audio_features,5sra5UY6sD658OabHL3QtI,spotify:track:5sra5UY6sD658OabHL3QtI,https://api.spotify.com/v1/tracks/5sra5UY6sD658OabHL3QtI,https://api.spotify.com/v1/audio-analysis/5sra5UY6sD658OabHL3QtI,216480,4,2016-10-08T14:39:07Z,0Rxab8t0y7GlaTJTHX2wEN,Alicia Keys,hip pop,https://i.scdn.co/image/ab67616d0000b273fe6a98e875958c7d7080584e,Empire State of Mind (Part II) Broken Down,76
0.587,0.283,4,-5.473,1,0.0279,0.882,0,0.149,0.343,141.961,audio_features,1wMALZpuqAy7amQsFBWQ8m,spotify:track:1wMALZpuqAy7amQsFBWQ8m,https://api.spotify.com/v1/tracks/1wMALZpuqAy7amQsFBWQ8m,https://api.spotify.com/v1/audio-analysis/1wMALZpuqAy7amQsFBWQ8m,271800,4,2016-10-08T14:26:27Z,0K4pIOOsfJ9lK8OjrZfXzd,Adele,british soul,https://i.scdn.co/image/ab67616d0000b2734c3bbcff5e7248e415548f12,All I Ask,71
0.686,0.415,11,-9.665,0,0.0322,0.262,0,0.077,0.403,130.076,audio_features,0dS3iH5J875EMtaTAxwJ75,spotify:track:0dS3iH5J875EMtaTAxwJ75,https://api.spotify.com/v1/tracks/0dS3iH5J875EMtaTAxwJ75,https://api.spotify.com/v1/audio-analysis/0dS3iH5J875EMtaTAxwJ75,306240,4,2016-10-06T13:01:54Z,1c1GdvRworW8pe5MwxAtIX,Ronghao Li,cantopop,https://i.scdn.co/image/599472fde2fc18afd6915875dfc06f229e1dcfca,模特,52
0.807,0.532,0,-12.305,1,0.0301,0.769,0.000117,0.252,0.826,114.948,audio_features,5PwyWoebyv4ofg4Z5MprFd,spotify:track:5PwyWoebyv4ofg4Z5MprFd,https://api.spotify.com/v1/tracks/5PwyWoebyv4ofg4Z5MprFd,https://api.spotify.com/v1/audio-analysis/5PwyWoebyv4ofg4Z5MprFd,273443,4,2016-10-06T13:01:53Z,1c1GdvRworW8pe5MwxAtIX,Ronghao Li,cantopop,https://i.scdn.co/image/599472fde2fc18afd6915875dfc06f229e1dcfca,李白,54
0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90,audio_features,2rizacJSyD9S1IQUxUxnsK,spotify:track:2rizacJSyD9S1IQUxUxnsK,https://api.spotify.com/v1/tracks/2rizacJSyD9S1IQUxUxnsK,https://api.spotify.com/v1/audio-analysis/2rizacJSyD9S1IQUxUxnsK,194080,4,2016-10-06T12:54:53Z,0xmaV6EtJ4M3ebZUPRnhyb,The Chainsmokers,edm,https://i.scdn.co/image/ab67616d0000b273ff8d8c5662a96d41433e9ee1,All We Know,72
0.569,0.399,1,-10.902,1,0.0395,0.784,0,0.114,0.287,124.026,audio_features,749ROZZstvy0OzCMgNjnXf,spotify:track:749ROZZstvy0OzCMgNjnXf,https://api.spotify.com/v1/tracks/749ROZZstvy0OzCMgNjnXf,https://api.spotify.com/v1/audio-analysis/749ROZZstvy0OzCMgNjnXf,253127,4,2016-10-06T12:52:27Z,6fdVEfGvTcT7TgipOorHD5,Joker Xue,mandopop,https://i.scdn.co/image/3b02860c79e309b042df6007867617088733495c,丑八怪,55
0.701,0.509,0,-6.066,1,0.0695,0.671,0,0.0554,0.473,86.96,audio_features,4hGgIRtsp9nvgMCmUz0n37,spotify:track:4hGgIRtsp9nvgMCmUz0n37,https://api.spotify.com/v1/tracks/4hGgIRtsp9nvgMCmUz0n37,https://api.spotify.com/v1/audio-analysis/4hGgIRtsp9nvgMCmUz0n37,195848,4,2016-10-04T02:31:41Z,12MjhNhtRfXWSvVDXTskdp,Us The Duo,folk-pop,https://i.scdn.co/image/ab67616d0000b2739b3cbf0216c2db93037f97cb,(Stop) Just Love,48
0.601,0.655,9,-9.033,1,0.0291,0.604,0.0000017,0.145,0.357,100.969,audio_features,6bX2dbaHzCaD61ywh8hgRa,spotify:track:6bX2dbaHzCaD61ywh8hgRa,https://api.spotify.com/v1/tracks/6bX2dbaHzCaD61ywh8hgRa,https://api.spotify.com/v1/audio-analysis/6bX2dbaHzCaD61ywh8hgRa,240525,4,2017-08-02T02:30:55Z,7vIFTcRN9vCFVS0QdXk9B4,許一鳴,undefined,https://i.scdn.co/image/ab67616d0000b273b633f1deedf3be6176992c86,放膽,17
0.581,0.972,0,-3.066,1,0.0384,0.266,0.0663,0.263,0.588,124.964,audio_features,5pvJqNwUUahJIZ9a8CFeiP,spotify:track:5pvJqNwUUahJIZ9a8CFeiP,https://api.spotify.com/v1/tracks/5pvJqNwUUahJIZ9a8CFeiP,https://api.spotify.com/v1/audio-analysis/5pvJqNwUUahJIZ9a8CFeiP,198740,4,2017-07-31T10:24:41Z,6PLTbD1Swi3GRI9h85VpzB,Felix Jaehn,dance pop,https://i.scdn.co/image/ab67616d0000b273991aaaf1f1eda109465df107,Eagle Eyes - Lucas & Steve Remix Edit,5
0.61,0.726,8,-6.833,0,0.0483,0.0225,0,0.184,0.644,104.087,audio_features,70CtpUY5b3kJHXxKtMO9Hk,spotify:track:70CtpUY5b3kJHXxKtMO9Hk,https://api.spotify.com/v1/tracks/70CtpUY5b3kJHXxKtMO9Hk,https://api.spotify.com/v1/audio-analysis/70CtpUY5b3kJHXxKtMO9Hk,200318,4,2017-07-31T10:03:03Z,2j2U3SyYuAraU6ax4bztHv,Mako,big room,https://i.scdn.co/image/ab67616d0000b273cc6ac187b0388ede661235b7,Run For Your Life,48
0.67,0.694,7,-5.98,1,0.0405,0.0786,0.0000433,0.327,0.128,89.952,audio_features,5qxLvazzinSf4Cb1N6zIhb,spotify:track:5qxLvazzinSf4Cb1N6zIhb,https://api.spotify.com/v1/tracks/5qxLvazzinSf4Cb1N6zIhb,https://api.spotify.com/v1/audio-analysis/5qxLvazzinSf4Cb1N6zIhb,186125,4,2017-07-31T09:38:00Z,1aNWsfl6osnt0NO7Kubknx,ILLENIUM,edm,https://i.scdn.co/image/ab67616d0000b27397df02b2761e1db7887c5ccb,With You (feat. Quinn XCII),3
0.509,0.729,1,-4.773,1,0.0343,0.0732,0.0000273,0.233,0.196,127.871,audio_features,6nLctpnQJiPTxkaSgbPKiw,spotify:track:6nLctpnQJiPTxkaSgbPKiw,https://api.spotify.com/v1/tracks/6nLctpnQJiPTxkaSgbPKiw,https://api.spotify.com/v1/audio-analysis/6nLctpnQJiPTxkaSgbPKiw,221274,4,2017-07-31T04:18:33Z,0f1CZexom6ELxbDZx32fyk,Martin Garrix,big room,https://i.scdn.co/image/ab67616d0000b2731d57180e44b98c9d26527c0e,Together,63
0.598,0.74,2,-7.391,1,0.0684,0.026,0,0.0895,0.342,123.945,audio_features,3t0J8vI9StQD8KIBkT2Cp5,spotify:track:3t0J8vI9StQD8KIBkT2Cp5,https://api.spotify.com/v1/tracks/3t0J8vI9StQD8KIBkT2Cp5,https://api.spotify.com/v1/audio-analysis/3t0J8vI9StQD8KIBkT2Cp5,240000,4,2017-07-29T15:43:53Z,1wRWIwbh1h8z7QUoZONvwT,Alan Walker,electro house,https://i.scdn.co/image/ab67616d0000b273774afc8855c1d6a22c4fb7e8,Tired - Kygo Remix,65
0.678,0.819,8,-3.306,1,0.0313,0.191,0,0.159,0.499,90.004,audio_features,1Sl3njkhhz8nrSPZroDQ82,spotify:track:1Sl3njkhhz8nrSPZroDQ82,https://api.spotify.com/v1/tracks/1Sl3njkhhz8nrSPZroDQ82,https://api.spotify.com/v1/audio-analysis/1Sl3njkhhz8nrSPZroDQ82,184248,4,2017-07-29T15:37:23Z,6SgTiW8a5BHFXbR03BteCd,Dimitri Vegas & Like Mike,belgian dance,https://i.scdn.co/image/ab67616d0000b27305df880db084244f431803b4,Complicated (feat. Kiiara),68
0.572,0.802,7,-4.408,1,0.0807,0.0093,0,0.124,0.255,118.082,audio_features,5Mf84BbHYdrewDABZOH5H6,spotify:track:5Mf84BbHYdrewDABZOH5H6,https://api.spotify.com/v1/tracks/5Mf84BbHYdrewDABZOH5H6,https://api.spotify.com/v1/audio-analysis/5Mf84BbHYdrewDABZOH5H6,237960,4,2017-07-29T04:28:09Z,02sEJTj1sye1JaqxqpcSCp,DJ Snake,electronic trap,https://i.scdn.co/image/5d866ac1040c05ef8b6a5ac8353e5ec9d84b4f56,Talk,57
0.65,0.785,0,-4.039,1,0.0383,0.225,0.0000636,0.138,0.475,101.002,audio_features,062OIZFRJTkXBAiyyw61W9,spotify:track:062OIZFRJTkXBAiyyw61W9,https://api.spotify.com/v1/tracks/062OIZFRJTkXBAiyyw61W9,https://api.spotify.com/v1/audio-analysis/062OIZFRJTkXBAiyyw61W9,197376,4,2017-07-27T08:44:22Z,1wjnkJQMSDzF6Ht4PVN6Xz,A R I Z O N A,electropop,https://i.scdn.co/image/ab67616d0000b273b22b769178dcf74af2525cac,Electric Touch,45
0.614,0.682,11,-4.117,0,0.102,0.387,0,0.134,0.566,100.202,audio_features,2H881m3JRA8lpuuwaQL6zy,spotify:track:2H881m3JRA8lpuuwaQL6zy,https://api.spotify.com/v1/tracks/2H881m3JRA8lpuuwaQL6zy,https://api.spotify.com/v1/audio-analysis/2H881m3JRA8lpuuwaQL6zy,169853,4,2017-07-27T03:27:27Z,35uDNZkjmhAEnV3sz9A7jI,DeJ Loaf,deep pop r&b,https://i.scdn.co/image/ab67616d0000b27391631f7b7399d5ab21cd5704,No Fear,65
0.543,0.764,5,-6.162,1,0.034,0.00819,0.000962,0.246,0.23,159.944,audio_features,5u0aElGTclBi6aIVdfXaUt,spotify:track:5u0aElGTclBi6aIVdfXaUt,https://api.spotify.com/v1/tracks/5u0aElGTclBi6aIVdfXaUt,https://api.spotify.com/v1/audio-analysis/5u0aElGTclBi6aIVdfXaUt,209882,4,2017-07-26T06:08:43Z,7AFAXZLmKp1WTspkvvKQ3w,Yellow Claw,bass trap,https://i.scdn.co/image/ab67616d0000b273d20519dd410d6745e34d4177,Without You,40
0.604,0.688,5,-7.411,0,0.0562,0.0945,0,0.14,0.349,145.072,audio_features,2a9xGmpgNyNz9QVRIDOlUl,spotify:track:2a9xGmpgNyNz9QVRIDOlUl,https://api.spotify.com/v1/tracks/2a9xGmpgNyNz9QVRIDOlUl,https://api.spotify.com/v1/audio-analysis/2a9xGmpgNyNz9QVRIDOlUl,160759,4,2017-07-26T03:35:23Z,6aUgPMvfJhRWZ85DB3qQNp,R3HAB,big room,https://i.scdn.co/image/ab67616d0000b273cac8eb49b851ae25f0448429,Hold Me,39
0.796,0.627,0,-5.928,1,0.246,0.062,0.00000158,0.0934,0.555,114.989,audio_features,5Qg3mcAypVOmLM0PLc1Usz,spotify:track:5Qg3mcAypVOmLM0PLc1Usz,https://api.spotify.com/v1/tracks/5Qg3mcAypVOmLM0PLc1Usz,https://api.spotify.com/v1/audio-analysis/5Qg3mcAypVOmLM0PLc1Usz,173182,4,2017-07-26T03:22:42Z,3LtLsYbrXzUH9kqgHxl4x4,Axwell /\ Ingrosso,big room,https://i.scdn.co/image/ab67616d0000b2736ab3ce60682658f71f27de9e,I Love You - Chace Remix,3
0.611,0.644,6,-7.607,0,0.0553,0.124,0,0.124,0.13,105.969,audio_features,6jA8HL9i4QGzsj6fjoxp8Y,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y,https://api.spotify.com/v1/tracks/6jA8HL9i4QGzsj6fjoxp8Y,https://api.spotify.com/v1/audio-analysis/6jA8HL9i4QGzsj6fjoxp8Y,221904,4,2017-07-26T02:51:41Z,0OK35duHpTPnvqya2d4pnn,Martin Garrix,big room,https://i.scdn.co/image/ab67616d0000b27372c57da7edfe8e915182cdd4,There for You,75
0.575,0.88,0,-1.861,1,0.0579,0.0183,0,0.379,0.436,127.882,audio_features,1h0Rz2RTFMB3An6y5lHG0t,spotify:track:1h0Rz2RTFMB3An6y5lHG0t,https://api.spotify.com/v1/tracks/1h0Rz2RTFMB3An6y5lHG0t,https://api.spotify.com/v1/audio-analysis/1h0Rz2RTFMB3An6y5lHG0t,186275,4,2017-07-25T07:55:47Z,7DyPBXSJ8IbeG6nRUtN5ua,DVBBS,big room,https://i.scdn.co/image/ab67616d0000b2737f7b275d22a974a9ac445813,Never Leave - Radio Edit,1
0.594,0.834,4,-3.398,0,0.0963,0.0998,0,0.149,0.473,127.935,audio_features,7yz7xxHAG4ChgrSeMvIXIo,spotify:track:7yz7xxHAG4ChgrSeMvIXIo,https://api.spotify.com/v1/tracks/7yz7xxHAG4ChgrSeMvIXIo,https://api.spotify.com/v1/audio-analysis/7yz7xxHAG4ChgrSeMvIXIo,189375,4,2017-07-25T07:38:55Z,2s6A9WBgvFTMM8CNANb6iv,KSHMR,big room,https://i.scdn.co/image/ab67616d0000b2730cb7d8858f8239f0a5c65775,Wildcard (feat. Sidnie Tipton),5
0.625,0.91,0,-2.583,0,0.107,0.0108,0,0.662,0.328,122.067,audio_features,2ibLTZM8SvPx8ZfvjnuMvs,spotify:track:2ibLTZM8SvPx8ZfvjnuMvs,https://api.spotify.com/v1/tracks/2ibLTZM8SvPx8ZfvjnuMvs,https://api.spotify.com/v1/audio-analysis/2ibLTZM8SvPx8ZfvjnuMvs,202930,4,2017-07-25T06:52:50Z,0VDGUwr6cLuNglcbJzFVh7,Don Diablo,big room,https://i.scdn.co/image/ab67616d0000b27364fba842461b7dcc21dfb2af,Save A Little Love,3
0.631,0.71,7,-7.09,1,0.031,0.00919,0.00577,0.139,0.243,115.007,audio_features,6RrUUleT9JI0KQHZYBdJMB,spotify:track:6RrUUleT9JI0KQHZYBdJMB,https://api.spotify.com/v1/tracks/6RrUUleT9JI0KQHZYBdJMB,https://api.spotify.com/v1/audio-analysis/6RrUUleT9JI0KQHZYBdJMB,210125,4,2017-07-25T04:34:17Z,0SottnyJaBApBrZZT6Y3kb,Armin van Buuren,edm,https://i.scdn.co/image/91a2279db3abcc8da26d5b208cc7eb396363367f,Sunny Days,55
0.647,0.932,11,-3.515,1,0.0824,0.00383,0.0000015,0.0574,0.374,114.991,audio_features,3EmmCZoqpWOTY1g2GBwJoR,spotify:track:3EmmCZoqpWOTY1g2GBwJoR,https://api.spotify.com/v1/tracks/3EmmCZoqpWOTY1g2GBwJoR,https://api.spotify.com/v1/audio-analysis/3EmmCZoqpWOTY1g2GBwJoR,198774,4,2017-07-25T03:35:46Z,6NomK9f7zRLOuScvAyI1XX,Steve Aoki,big room,https://i.scdn.co/image/ab67616d0000b27322e2ce2de8bad6d67ee69b48,Just Hold On,69
0.551,0.651,0,-7.423,1,0.0478,0.0371,0,0.11,0.162,119.994,audio_features,1J8gdzCFh1bzrl0p0kv5LI,spotify:track:1J8gdzCFh1bzrl0p0kv5LI,https://api.spotify.com/v1/tracks/1J8gdzCFh1bzrl0p0kv5LI,https://api.spotify.com/v1/audio-analysis/1J8gdzCFh1bzrl0p0kv5LI,232000,4,2017-07-25T03:05:51Z,5sRqthnJsnerqLd5D9ce2z,Dimitri Vegas & Like Mike,belgian dance,https://i.scdn.co/image/ab67616d0000b2733657056acdb7c80d43b0a715,Stay A While,39
0.718,0.621,5,-4.799,0,0.0388,0.693,0.0000207,0.13,0.456,112.104,audio_features,5efuBeQd7Y2Q2kXOeiMpRo,spotify:track:5efuBeQd7Y2Q2kXOeiMpRo,https://api.spotify.com/v1/tracks/5efuBeQd7Y2Q2kXOeiMpRo,https://api.spotify.com/v1/audio-analysis/5efuBeQd7Y2Q2kXOeiMpRo,176439,4,2017-07-24T13:21:32Z,36dk6ylNZ5Z19xnR3don2u,Great Good Fine Ok,hopebeat,https://i.scdn.co/image/ab67616d0000b27366c9d2054cc3c9ade52bed63,Find Yourself,5
0.548,0.65,8,-5.827,0,0.0591,0.219,0,0.225,0.557,144.937,audio_features,3A7qX2QjDlPnazUsRk5y0M,spotify:track:3A7qX2QjDlPnazUsRk5y0M,https://api.spotify.com/v1/tracks/3A7qX2QjDlPnazUsRk5y0M,https://api.spotify.com/v1/audio-analysis/3A7qX2QjDlPnazUsRk5y0M,194897,4,2017-07-24T03:02:48Z,1PZviVfBJJxNw5EtAwzdUu,David Guetta,dance pop,https://i.scdn.co/image/ab67616d0000b27345c5570d4a66346d8f683913,2U (feat. Justin Bieber),72
0.763,0.608,5,-8.1,0,0.035,0.262,0.000025,0.12,0.393,121.02,audio_features,2glGP8kEfACgJdZ86kWxhN,spotify:track:2glGP8kEfACgJdZ86kWxhN,https://api.spotify.com/v1/tracks/2glGP8kEfACgJdZ86kWxhN,https://api.spotify.com/v1/audio-analysis/2glGP8kEfACgJdZ86kWxhN,138013,4,2017-07-23T13:14:28Z,57AJ70IWVE0pmPwNYBa4PT,Lost Frequencies,belgian edm,https://i.scdn.co/image/ab67616d0000b27354ccfd097ec3c9335d030cdc,Are You With Me - Radio Edit,65
0.626,0.822,6,-5.501,1,0.0434,0.0164,0.000296,0.139,0.374,97.003,audio_features,6uJwPeBGb3swi85TSr9iIz,spotify:track:6uJwPeBGb3swi85TSr9iIz,https://api.spotify.com/v1/tracks/6uJwPeBGb3swi85TSr9iIz,https://api.spotify.com/v1/audio-analysis/6uJwPeBGb3swi85TSr9iIz,276907,4,2017-07-19T09:46:26Z,0CE9VXSH70pz4BQzMPm9gO,Coldplay,permanent wave,https://i.scdn.co/image/ab67616d0000b273a67c9ed23d0529e2c4fd6f28,Miracles (Someone Special),66
0.664,0.753,0,-3.589,1,0.0323,0.057,0,0.088,0.54,118.253,audio_features,2TBQoW7s6iwKcg139ssqie,spotify:track:2TBQoW7s6iwKcg139ssqie,https://api.spotify.com/v1/tracks/2TBQoW7s6iwKcg139ssqie,https://api.spotify.com/v1/audio-analysis/2TBQoW7s6iwKcg139ssqie,181279,4,2017-07-19T08:04:38Z,1fV3TdIojhb9lQXd72HiPq,Halsey,dance pop,https://i.scdn.co/image/ab67616d0000b2739357ea2dbe932b47fe8149d6,Bad At Love,8
0.685,0.777,1,-4.654,0,0.063,0.353,0,0.329,0.417,95.049,audio_features,27zrFrtUtWl2urlvjOn5xc,spotify:track:27zrFrtUtWl2urlvjOn5xc,https://api.spotify.com/v1/tracks/27zrFrtUtWl2urlvjOn5xc,https://api.spotify.com/v1/audio-analysis/27zrFrtUtWl2urlvjOn5xc,218897,4,2017-07-13T10:11:27Z,68xTLBWjoRADRf86WYmTmy,Loco,k-hop,https://i.scdn.co/image/ab67616d0000b27307abec0e6c25a7c5a74c4892,Say Yes,64
0.593,0.512,2,-6.537,1,0.0429,0.297,0,0.0962,0.416,143.9,audio_features,6j5FmkTU83ld5yCejg5muD,spotify:track:6j5FmkTU83ld5yCejg5muD,https://api.spotify.com/v1/tracks/6j5FmkTU83ld5yCejg5muD,https://api.spotify.com/v1/audio-analysis/6j5FmkTU83ld5yCejg5muD,224167,4,2017-07-13T03:43:43Z,2zYmECIqvbgen1PHY5ONFd,Maggie Fu,cantopop,https://i.scdn.co/image/ab67616d0000b273a09ab7ea2c0b895c4016de75,每一天 - 不插電版,13
0.604,0.641,8,-4.6,1,0.0283,0.104,0,0.124,0.315,135.976,audio_features,4RYrzmuOXhr1GoqD8d7zmF,spotify:track:4RYrzmuOXhr1GoqD8d7zmF,https://api.spotify.com/v1/tracks/4RYrzmuOXhr1GoqD8d7zmF,https://api.spotify.com/v1/audio-analysis/4RYrzmuOXhr1GoqD8d7zmF,274880,4,2017-07-13T02:37:32Z,50I4iHeKHjDJdFPj1wNI7D,GONG,chinese electropop,https://i.scdn.co/image/3b0931d727790e19f82cb9f427eb5370d18f4003,總有個人,33
0.464,0.503,9,-7.458,1,0.0277,0.0453,0.607,0.165,0.123,112.073,audio_features,7L8RfVqt2FtqxjQSTSlom7,spotify:track:7L8RfVqt2FtqxjQSTSlom7,https://api.spotify.com/v1/tracks/7L8RfVqt2FtqxjQSTSlom7,https://api.spotify.com/v1/audio-analysis/7L8RfVqt2FtqxjQSTSlom7,353436,4,2017-07-12T10:10:14Z,7y5qzNrFndsvscvQkz99xL,Hello Nico,chinese indie,https://i.scdn.co/image/ab67616d0000b273d53754525bf9262bfabcc54f,變成一隻魚,0
0.77,0.456,0,-7.453,1,0.0464,0.634,0,0.111,0.408,125.9,audio_features,3t7GX7UAoxFcvkWCDqEvLW,spotify:track:3t7GX7UAoxFcvkWCDqEvLW,https://api.spotify.com/v1/tracks/3t7GX7UAoxFcvkWCDqEvLW,https://api.spotify.com/v1/audio-analysis/3t7GX7UAoxFcvkWCDqEvLW,248880,3,2017-07-12T08:27:38Z,0NLXCntYhKrShHdclYVcUa,J.Sheon,mandopop,https://i.scdn.co/image/ab67616d0000b273e375cd159fc5071ab5a19ad6,別問很可怕,57
0.411,0.221,3,-11.547,1,0.0359,0.754,0.000111,0.106,0.248,115.902,audio_features,7cAzfu4sB1xF3f44Rrtldh,spotify:track:7cAzfu4sB1xF3f44Rrtldh,https://api.spotify.com/v1/tracks/7cAzfu4sB1xF3f44Rrtldh,https://api.spotify.com/v1/audio-analysis/7cAzfu4sB1xF3f44Rrtldh,273921,4,2017-07-12T03:24:45Z,4MmAGpjF2LJKwX5yACTVk2,Maggie Chiang,classic mandopop,https://i.scdn.co/image/ab67616d0000b2734ff220b4fe0b764f4502f9e5,遇不到 (Live),7
0.584,0.187,9,-12.514,1,0.0364,0.903,0,0.0929,0.179,123.861,audio_features,4nyO1azSuhT5JrETvzEahs,spotify:track:4nyO1azSuhT5JrETvzEahs,https://api.spotify.com/v1/tracks/4nyO1azSuhT5JrETvzEahs,https://api.spotify.com/v1/audio-analysis/4nyO1azSuhT5JrETvzEahs,326227,4,2017-07-12T03:16:36Z,7c1IN5kHYhL8HbeGoahRKf,Waa Wei,chinese indie,https://i.scdn.co/image/ab67616d0000b273928b507baddf0111a7e272b7,你啊你啊 - 電視劇「用九柑仔店」插曲,57
0.359,0.279,7,-11.479,0,0.035,0.852,0.000022,0.127,0.32,135.261,audio_features,2CaDfPZqWKCZ8g4AffDcDL,spotify:track:2CaDfPZqWKCZ8g4AffDcDL,https://api.spotify.com/v1/tracks/2CaDfPZqWKCZ8g4AffDcDL,https://api.spotify.com/v1/audio-analysis/2CaDfPZqWKCZ8g4AffDcDL,309832,4,2017-07-12T03:04:35Z,4MmAGpjF2LJKwX5yACTVk2,Maggie Chiang,classic mandopop,https://i.scdn.co/image/ab67616d0000b2734ff220b4fe0b764f4502f9e5,沒有不可能 (Live),7
0.527,0.506,6,-4.35,1,0.0748,0.593,0,0.116,0.96,199.949,audio_features,2bKS7HtZ9Cy4K7NGeRlePF,spotify:track:2bKS7HtZ9Cy4K7NGeRlePF,https://api.spotify.com/v1/tracks/2bKS7HtZ9Cy4K7NGeRlePF,https://api.spotify.com/v1/audio-analysis/2bKS7HtZ9Cy4K7NGeRlePF,206702,4,2017-07-11T02:17:13Z,08BovLE1x4JHA0zJz07Oaw,Charlie Puth,dance pop,https://i.scdn.co/image/ab67616d0000b27385e10f64143313263cd25af5,Attention - Acoustic,49
0.629,0.623,5,-6.954,1,0.0734,0.492,0.0034,0.348,0.412,99.989,audio_features,0dPBlz8N0veeceejtuvpPz,spotify:track:0dPBlz8N0veeceejtuvpPz,https://api.spotify.com/v1/tracks/0dPBlz8N0veeceejtuvpPz,https://api.spotify.com/v1/audio-analysis/0dPBlz8N0veeceejtuvpPz,211150,4,2017-07-06T16:02:09Z,2hVTFTbeg9QhXGZAY99oRa,LANY,la pop,https://i.scdn.co/image/ab67616d0000b2734bf52f0d4578b67e362f4672,ILYSB,4
0.702,0.914,6,-3.197,0,0.0507,0.0271,0.0000597,0.259,0.623,121.994,audio_features,6C6MLXm77V9VH0v27oJRak,spotify:track:6C6MLXm77V9VH0v27oJRak,https://api.spotify.com/v1/tracks/6C6MLXm77V9VH0v27oJRak,https://api.spotify.com/v1/audio-analysis/6C6MLXm77V9VH0v27oJRak,191311,4,2017-06-26T15:37:30Z,6L6kIO8sEhxQVPz2Xk26kf,Hardwell,big room,https://i.scdn.co/image/ab67616d0000b273a427fa8912fd7160d79a769e,Thinking About You,56
0.388,0.759,5,-5.293,1,0.274,0.344,0,0.114,0.286,75.085,audio_features,7E12QRk94o3DBLzkySXFqn,spotify:track:7E12QRk94o3DBLzkySXFqn,https://api.spotify.com/v1/tracks/7E12QRk94o3DBLzkySXFqn,https://api.spotify.com/v1/audio-analysis/7E12QRk94o3DBLzkySXFqn,180800,4,2017-06-26T15:33:41Z,7HI8FV1jm7tpJRGcjrzOEE,Hardwell,big room,https://i.scdn.co/image/cca261e8bb37edfd021b45c71f22f2a4c168aab0,Creatures Of The Night,55
0.664,0.752,4,-4.289,0,0.0515,0.00847,0.0000524,0.0942,0.189,127.986,audio_features,14E6n9HZxLcv7M8UXSvhmu,spotify:track:14E6n9HZxLcv7M8UXSvhmu,https://api.spotify.com/v1/tracks/14E6n9HZxLcv7M8UXSvhmu,https://api.spotify.com/v1/audio-analysis/14E6n9HZxLcv7M8UXSvhmu,262500,4,2017-06-26T15:24:37Z,64HHensyzcTpKsO9xjoc65,Hardwell,big room,https://i.scdn.co/image/a50f3f13d2dee0ff0b19d949842bb592647775a8,We Are One,29
0.738,0.604,4,-5.875,0,0.0671,0.103,0.0000019,0.154,0.866,115.005,audio_features,0qCBEcbCwwROgHicQWf4aF,spotify:track:0qCBEcbCwwROgHicQWf4aF,https://api.spotify.com/v1/tracks/0qCBEcbCwwROgHicQWf4aF,https://api.spotify.com/v1/audio-analysis/0qCBEcbCwwROgHicQWf4aF,276707,4,2017-06-25T13:21:41Z,7rUD35ofBZpNQZoGJPP03I,謊言留聲機,chinese electropop,https://i.scdn.co/image/ab67616d0000b273dfc5b59c8857697a06a0ef0e,分手夜,35
0.78,0.71,5,-5.845,0,0.0398,0.0348,0.00169,0.585,0.276,119.991,audio_features,7awBhwIYjdtA0BQEuOOJi7,spotify:track:7awBhwIYjdtA0BQEuOOJi7,https://api.spotify.com/v1/tracks/7awBhwIYjdtA0BQEuOOJi7,https://api.spotify.com/v1/audio-analysis/7awBhwIYjdtA0BQEuOOJi7,156802,4,2017-06-23T04:16:45Z,2rCe7Z0D4U0AZWLhO1mm8I,Lesko Cerf,deep tropical house,https://i.scdn.co/image/ab67616d0000b273b914c4c962d5a5634191ae9e,Breathe,41
0.644,0.601,10,-5.097,0,0.0496,0.388,0,0.0884,0.518,133.946,audio_features,6DaE3A1uIvDqVrVSNvUy6B,spotify:track:6DaE3A1uIvDqVrVSNvUy6B,https://api.spotify.com/v1/tracks/6DaE3A1uIvDqVrVSNvUy6B,https://api.spotify.com/v1/audio-analysis/6DaE3A1uIvDqVrVSNvUy6B,201422,4,2017-06-22T00:24:52Z,5iS6VDjeV6KuOu66t1P1bn,Chris Brown,dance pop,https://i.scdn.co/image/ab67616d0000b2731e1ac81a566fc8cdfc01ec19,Grass Ain't Greener,62
0.227,0.393,0,-5.983,1,0.0388,0.853,0,0.139,0.0724,43.26,audio_features,4artWewaXlYPhhir8SRRE0,spotify:track:4artWewaXlYPhhir8SRRE0,https://api.spotify.com/v1/tracks/4artWewaXlYPhhir8SRRE0,https://api.spotify.com/v1/audio-analysis/4artWewaXlYPhhir8SRRE0,257253,4,2017-06-13T10:53:53Z,2I4IavG6FvlyiFuvV6EFUH,Christina Aguilera,dance pop,https://i.scdn.co/image/ab67616d0000b27364bac800faa1539076adcc08,You Lost Me,5
