danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,added_at,albumid,artists,genre,imagehref,trackName,popularity
0.648,0.559,11,-8.424,0,0.128,0.285,0.103,0.116,0.159,113.054,audio_features,577anBvdqX2NHWVLERO6wb,spotify:track:577anBvdqX2NHWVLERO6wb,https://api.spotify.com/v1/tracks/577anBvdqX2NHWVLERO6wb,https://api.spotify.com/v1/audio-analysis/577anBvdqX2NHWVLERO6wb,234240,4,2018-10-13T06:17:24Z,5tGe885HY5lFpVqGZTb8yP,Shallou,electropop,https://i.scdn.co/image/ab67616d0000b273d5d2ba6e7af98b5fa5427275,You and Me,41
0.452,0.574,6,-8.336,1,0.31,0.246,0,0.189,0.58,92.791,audio_features,6brl7bwOHmGFkNw3MBqssT,spotify:track:6brl7bwOHmGFkNw3MBqssT,https://api.spotify.com/v1/tracks/6brl7bwOHmGFkNw3MBqssT,https://api.spotify.com/v1/audio-analysis/6brl7bwOHmGFkNw3MBqssT,207187,4,2018-10-10T04:32:02Z,6gkwOLmk0ALMOjWs5WhAEr,Ne-Yo,dance pop,https://i.scdn.co/image/97deea63e370878f62f24f0165bafcb0c648efd1,So Sick,78
0.604,0.277,2,-8.249,1,0.0286,0.915,0.0000182,0.113,0.22,82.922,audio_features,71HEg3bYLyMAxHuJ3a6KIM,spotify:track:71HEg3bYLyMAxHuJ3a6KIM,https://api.spotify.com/v1/tracks/71HEg3bYLyMAxHuJ3a6KIM,https://api.spotify.com/v1/audio-analysis/71HEg3bYLyMAxHuJ3a6KIM,219268,4,2018-10-10T02:50:08Z,0bO19AlrcNsk8t5gOqKDgX,Cyn,electropop,https://i.scdn.co/image/ab67616d0000b2731af811a83bdbb87bc4286ed2,I’ll Still Have Me,59
0.388,0.5,4,-6.25,1,0.0312,0.673,0,0.0974,0.19,165.988,audio_features,6Sp4iQpdTX7awBp2M19wE6,spotify:track:6Sp4iQpdTX7awBp2M19wE6,https://api.spotify.com/v1/tracks/6Sp4iQpdTX7awBp2M19wE6,https://api.spotify.com/v1/audio-analysis/6Sp4iQpdTX7awBp2M19wE6,305721,3,2018-10-10T02:26:45Z,6lsbUt26QfQ6d3xADj1moc,張粹方,undefined,https://i.scdn.co/image/ab67616d0000b273edbedf2ada7b6562434fc7e4,你愛她,18
0.527,0.276,0,-7.856,1,0.0293,0.755,0,0.123,0.304,140.051,audio_features,5rmEOJzLZh5zyKYUVDz36I,spotify:track:5rmEOJzLZh5zyKYUVDz36I,https://api.spotify.com/v1/tracks/5rmEOJzLZh5zyKYUVDz36I,https://api.spotify.com/v1/audio-analysis/5rmEOJzLZh5zyKYUVDz36I,247714,4,2018-10-10T02:23:14Z,2e0nlQQuViBiJzFlXrajEu,陳忻玥,taiwan singer-songwriter,https://i.scdn.co/image/ab67616d0000b273063e83f3c773a9a98bb743e5,煙幕,57
0.852,0.424,6,-9.308,1,0.0463,0.383,0,0.0843,0.591,94.934,audio_features,5lH3H5LMsBnWfec33fui3w,spotify:track:5lH3H5LMsBnWfec33fui3w,https://api.spotify.com/v1/tracks/5lH3H5LMsBnWfec33fui3w,https://api.spotify.com/v1/audio-analysis/5lH3H5LMsBnWfec33fui3w,113684,4,2018-10-06T22:33:55Z,6WMzCKIrIbp4mQ8iXNfhpg,khai dreams,indie pop,https://i.scdn.co/image/ab67616d0000b273928666e74d23cd10bfe976de,Through and Through,71
0.35,0.43,7,-13.14,1,0.131,0.715,0,0.299,0.203,169.908,audio_features,53usuYfeK66GLBhm6k7x5e,spotify:track:53usuYfeK66GLBhm6k7x5e,https://api.spotify.com/v1/tracks/53usuYfeK66GLBhm6k7x5e,https://api.spotify.com/v1/audio-analysis/53usuYfeK66GLBhm6k7x5e,170667,4,2018-10-06T22:32:36Z,295w7Tzs0uEcscqDs38Xub,khai dreams,indie pop,https://i.scdn.co/image/ab67616d0000b2736b403583fba0d408bf9997c2,Fantasy,64
0.422,0.0163,3,-26.561,1,0.0399,0.989,0.918,0.177,0.108,64.079,audio_features,7yMSBYlmVEZYZS6V1SLrth,spotify:track:7yMSBYlmVEZYZS6V1SLrth,https://api.spotify.com/v1/tracks/7yMSBYlmVEZYZS6V1SLrth,https://api.spotify.com/v1/audio-analysis/7yMSBYlmVEZYZS6V1SLrth,274040,4,2018-10-06T19:37:14Z,3ZVgGeWcLreMEB9DklF1As,Frédéric Chopin,classical,https://i.scdn.co/image/ab67616d0000b27331dd094cae5a197c21f88021,Nocturnes  Op. 9: No. 2 in E-Flat Major. Andante,50
0.533,0.32,8,-8.819,1,0.0316,0.731,0.0000165,0.154,0.291,98.036,audio_features,5mdooqkfMvf7LtIFKReUYg,spotify:track:5mdooqkfMvf7LtIFKReUYg,https://api.spotify.com/v1/tracks/5mdooqkfMvf7LtIFKReUYg,https://api.spotify.com/v1/audio-analysis/5mdooqkfMvf7LtIFKReUYg,226160,4,2018-10-06T05:00:48Z,0rI4Lse9Ffh0HoXVYmdiHa,Florence + The Machine,art pop,https://i.scdn.co/image/ab67616d0000b2734b15e45e9976d0cfd617b57e,Sky Full Of Song,56
0.516,0.358,8,-12.018,0,0.424,0.741,0.00000134,0.0813,0.397,79.509,audio_features,0sHFw13WH3LtSB3yP8UMYJ,spotify:track:0sHFw13WH3LtSB3yP8UMYJ,https://api.spotify.com/v1/tracks/0sHFw13WH3LtSB3yP8UMYJ,https://api.spotify.com/v1/audio-analysis/0sHFw13WH3LtSB3yP8UMYJ,124000,4,2018-10-03T04:40:50Z,1XcWosLrZX4QBLJCkVR3dm,Peachy!,indie pop,https://i.scdn.co/image/ab67616d0000b2732ff45f1d7ab9b8e76c417fe6,Falling for U,79
0.756,0.469,6,-8.491,0,0.469,0.625,0,0.129,0.623,139.85,audio_features,3p7byaSR5J1he8vvDkxirp,spotify:track:3p7byaSR5J1he8vvDkxirp,https://api.spotify.com/v1/tracks/3p7byaSR5J1he8vvDkxirp,https://api.spotify.com/v1/audio-analysis/3p7byaSR5J1he8vvDkxirp,236491,4,2018-10-03T04:37:24Z,7LUxpsiuHWzgNN2fIIs1XL,Johnny Balik,undefined,https://i.scdn.co/image/ab67616d0000b2739b4f3635a63d977996d54d04,Honey,57
0.495,0.238,1,-16.544,0,0.18,0.708,0,0.144,0.101,118.62,audio_features,5gm4MGsuk6uVaDfqgLiAug,spotify:track:5gm4MGsuk6uVaDfqgLiAug,https://api.spotify.com/v1/tracks/5gm4MGsuk6uVaDfqgLiAug,https://api.spotify.com/v1/audio-analysis/5gm4MGsuk6uVaDfqgLiAug,179043,4,2018-10-03T04:36:52Z,5aKyppvpDeRebHASIOh6FS,Kina,pop,https://i.scdn.co/image/ab67616d0000b273b96db8bbffd7756657b5baab,Get You the Moon,4
0.777,0.635,5,-6.323,0,0.0392,0.764,0.00000225,0.155,0.653,138.04,audio_features,44uCMdE6RWnkOFYTtbmUUc,spotify:track:44uCMdE6RWnkOFYTtbmUUc,https://api.spotify.com/v1/tracks/44uCMdE6RWnkOFYTtbmUUc,https://api.spotify.com/v1/audio-analysis/44uCMdE6RWnkOFYTtbmUUc,184360,4,2018-10-03T04:35:34Z,2tjlpkDXnBKY3HGiEzU9gI,Kuwada,undefined,https://i.scdn.co/image/ab67616d0000b27352a6eabad98cde4e6e317b9c,Cherry Cola,72
0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,audio_features,0pdKRp2sUthTPe7RLWpPqQ,spotify:track:0pdKRp2sUthTPe7RLWpPqQ,https://api.spotify.com/v1/tracks/0pdKRp2sUthTPe7RLWpPqQ,https://api.spotify.com/v1/audio-analysis/0pdKRp2sUthTPe7RLWpPqQ,218883,4,2018-10-03T04:34:45Z,5BuS8meOLEcgGpdPPZfSgC,flora cash,indie pop,https://i.scdn.co/image/ab67616d0000b2737cbff64cfbc9d47a2af95967,You're Somebody Else,73
0.548,0.148,0,-18.726,0,0.0419,0.557,0.000956,0.286,0.0344,81.999,audio_features,5HsSsEeP3hU9QSfHZrzbtA,spotify:track:5HsSsEeP3hU9QSfHZrzbtA,https://api.spotify.com/v1/tracks/5HsSsEeP3hU9QSfHZrzbtA,https://api.spotify.com/v1/audio-analysis/5HsSsEeP3hU9QSfHZrzbtA,201951,4,2018-10-03T04:33:18Z,6fVAR5cqoFiOFiGPsibZYE,Finding Hope,indie r&b,https://i.scdn.co/image/ab67616d0000b2738a04c54425e5e1243d8b1e83,3:00 AM,69
0.66,0.177,2,-13.461,0,0.0377,0.835,0.162,0.108,0.0699,82.974,audio_features,5L3VoLOjwPv7hPknnmYaeT,spotify:track:5L3VoLOjwPv7hPknnmYaeT,https://api.spotify.com/v1/tracks/5L3VoLOjwPv7hPknnmYaeT,https://api.spotify.com/v1/audio-analysis/5L3VoLOjwPv7hPknnmYaeT,256098,4,2018-10-03T04:33:08Z,3g69Ispe3iFJis3zRnnFUN,Finding Hope,indie r&b,https://i.scdn.co/image/ab67616d0000b273ccddb3179692015d10e1c34b,Love,61
0.499,0.181,9,-15.359,0,0.0429,0.745,0.00123,0.106,0.0747,111.956,audio_features,1tT55K6VEyO6XFDxK4lDQe,spotify:track:1tT55K6VEyO6XFDxK4lDQe,https://api.spotify.com/v1/tracks/1tT55K6VEyO6XFDxK4lDQe,https://api.spotify.com/v1/audio-analysis/1tT55K6VEyO6XFDxK4lDQe,214533,4,2018-10-03T04:32:34Z,1Ww9Yz5WDGdxBhS5FlVy6Y,Peter Manos,indie cafe pop,https://i.scdn.co/image/d549d2f842c35e87ea67f645198dbbe56acb34d9,In My Head,19
0.744,0.295,7,-7.027,1,0.0424,0.808,0,0.105,0.439,120.171,audio_features,6GJOe0F6sHSJxLhGtws81B,spotify:track:6GJOe0F6sHSJxLhGtws81B,https://api.spotify.com/v1/tracks/6GJOe0F6sHSJxLhGtws81B,https://api.spotify.com/v1/audio-analysis/6GJOe0F6sHSJxLhGtws81B,206233,4,2018-10-03T04:28:47Z,6CiVtN4VsFrhaeh9xAaDvD,Clara Mae,electropop,https://i.scdn.co/image/ab67616d0000b2734f292b0daac7bf451e91fb67,Sorry For Writing All The Songs About You,43
0.722,0.282,5,-7.484,1,0.106,0.373,0.00557,0.147,0.217,91.367,audio_features,58dSdjfEYNSxte1aNVxuNf,spotify:track:58dSdjfEYNSxte1aNVxuNf,https://api.spotify.com/v1/tracks/58dSdjfEYNSxte1aNVxuNf,https://api.spotify.com/v1/audio-analysis/58dSdjfEYNSxte1aNVxuNf,314358,4,2018-10-03T04:23:53Z,0qQKOuHPlCPKaNgeOh3ytH,Mac Ayres,alternative r&b,https://i.scdn.co/image/3717b39f380c0773eac685a4a1d62e8c7efae5c5,Easy,74
0.877,0.542,2,-9.102,1,0.0419,0.224,0.132,0.0858,0.509,111.474,audio_features,5pjWzUc1tVcewUTdDJd6Ce,spotify:track:5pjWzUc1tVcewUTdDJd6Ce,https://api.spotify.com/v1/tracks/5pjWzUc1tVcewUTdDJd6Ce,https://api.spotify.com/v1/audio-analysis/5pjWzUc1tVcewUTdDJd6Ce,266704,4,2018-10-03T04:21:55Z,5Y7du83uUhCUXobupkRCjN,Sun Rai,undefined,https://i.scdn.co/image/ab67616d0000b27339f305e02ab922f600629dac,San Francisco Street,65
0.472,0.617,4,-7.073,1,0.0459,0.272,0,0.267,0.266,120.479,audio_features,5fiac7SW61qWXs2hSj3bE4,spotify:track:5fiac7SW61qWXs2hSj3bE4,https://api.spotify.com/v1/tracks/5fiac7SW61qWXs2hSj3bE4,https://api.spotify.com/v1/audio-analysis/5fiac7SW61qWXs2hSj3bE4,220480,4,2018-10-03T04:15:36Z,2UHTzL8WkOnvwxNwwGVGvI,Gentle Bones,singaporean pop,https://i.scdn.co/image/94fc79b2db5e0e9e805b5bfeb48b32dd58a6751b,Settle Down,50
0.642,0.437,10,-8.628,0,0.184,0.445,0.00000241,0.264,0.379,148.006,audio_features,62T9o9HNX4tITDzTXqdOo1,spotify:track:62T9o9HNX4tITDzTXqdOo1,https://api.spotify.com/v1/tracks/62T9o9HNX4tITDzTXqdOo1,https://api.spotify.com/v1/audio-analysis/62T9o9HNX4tITDzTXqdOo1,226791,4,2018-10-03T04:11:21Z,7hOYAniBqIpr76UHRpRUn8,Gentle Bones,singaporean pop,https://i.scdn.co/image/f8807abdda20c28a616f292d2ca2194f7585466a,Geniuses & Thieves,23
0.511,0.456,4,-8.765,1,0.0381,0.761,0,0.0884,0.394,109.859,audio_features,3XO06fxFg9nW1lprKef2W2,spotify:track:3XO06fxFg9nW1lprKef2W2,https://api.spotify.com/v1/tracks/3XO06fxFg9nW1lprKef2W2,https://api.spotify.com/v1/audio-analysis/3XO06fxFg9nW1lprKef2W2,208827,4,2018-10-03T04:08:09Z,2UHTzL8WkOnvwxNwwGVGvI,Gentle Bones,singaporean pop,https://i.scdn.co/image/94fc79b2db5e0e9e805b5bfeb48b32dd58a6751b,Until We Die,45
0.708,0.485,2,-5.552,1,0.0699,0.21,0,0.104,0.281,139.99,audio_features,3K8tRD2Prik7FXbD8lZ6DC,spotify:track:3K8tRD2Prik7FXbD8lZ6DC,https://api.spotify.com/v1/tracks/3K8tRD2Prik7FXbD8lZ6DC,https://api.spotify.com/v1/audio-analysis/3K8tRD2Prik7FXbD8lZ6DC,151041,4,2018-10-03T04:06:16Z,1D9mUrKwbTyaurp4Y72NEj,Gentle Bones,singaporean pop,https://i.scdn.co/image/ab67616d0000b273b819b14c019770086d5c0918,I Wouldn't Know Any Better Than You,62
0.758,0.438,1,-8.769,0,0.0779,0.491,0.0415,0.0883,0.332,136.025,audio_features,7tIJDktakabGoHjwTTa35W,spotify:track:7tIJDktakabGoHjwTTa35W,https://api.spotify.com/v1/tracks/7tIJDktakabGoHjwTTa35W,https://api.spotify.com/v1/audio-analysis/7tIJDktakabGoHjwTTa35W,257647,4,2018-10-03T04:05:57Z,7Cr3sCsROrVfclDb7d9z5z,MISO,korean r&b,https://i.scdn.co/image/d2ece42bebddf71be6634450d3689d13a4bb9292,Take Me,57
0.596,0.342,6,-7.917,1,0.0333,0.922,0,0.107,0.229,139.577,audio_features,2HttK3TYhnumj8xWjKCYem,spotify:track:2HttK3TYhnumj8xWjKCYem,https://api.spotify.com/v1/tracks/2HttK3TYhnumj8xWjKCYem,https://api.spotify.com/v1/audio-analysis/2HttK3TYhnumj8xWjKCYem,280987,4,2018-10-03T03:59:48Z,1Eew1PSbKc6DM7pD99NiIc,Jayesslee,viral pop,https://i.scdn.co/image/ab67616d0000b2736a40469e27a7b943803060af,Best Part,63
0.731,0.335,7,-9.672,1,0.0438,0.64,0.271,0.14,0.439,94.991,audio_features,3p5RVnBFzE2flDBfBvPxOO,spotify:track:3p5RVnBFzE2flDBfBvPxOO,https://api.spotify.com/v1/tracks/3p5RVnBFzE2flDBfBvPxOO,https://api.spotify.com/v1/audio-analysis/3p5RVnBFzE2flDBfBvPxOO,203813,4,2018-10-03T03:47:36Z,3FiIJyELc02O8FzvpXWvHc,Shy Girls,alternative r&b,https://i.scdn.co/image/ab67616d0000b2732a987ba15a8c79ffbbddbea8,Second Heartbeat,0
0.661,0.451,9,-6.474,1,0.0646,0.56,0.000247,0.167,0.101,127.105,audio_features,2LymOhtilBLmHMaPXjKqSm,spotify:track:2LymOhtilBLmHMaPXjKqSm,https://api.spotify.com/v1/tracks/2LymOhtilBLmHMaPXjKqSm,https://api.spotify.com/v1/audio-analysis/2LymOhtilBLmHMaPXjKqSm,210875,4,2018-10-03T03:29:07Z,2kwUqGu2aw8o8Tg9IBSVU2,Janine,alternative r&b,https://i.scdn.co/image/ab67616d0000b27308447ea756364e3c485b4b09,Don't Love Me,31
0.657,0.574,1,-9.484,0,0.0407,0.016,0.000081,0.172,0.211,119.992,audio_features,2xRYnHQdLD9ketvC01UYYT,spotify:track:2xRYnHQdLD9ketvC01UYYT,https://api.spotify.com/v1/tracks/2xRYnHQdLD9ketvC01UYYT,https://api.spotify.com/v1/audio-analysis/2xRYnHQdLD9ketvC01UYYT,281080,4,2018-10-03T03:24:20Z,3QpNG7nH0VRIeKmMz7lEi7,Sevyn Streeter,alternative r&b,https://i.scdn.co/image/ab67616d0000b2730262c6c4ba48b91ce0a43f14,It Won't Stop (feat. Chris Brown),67
0.649,0.537,2,-7.749,0,0.0341,0.538,0,0.202,0.236,119.997,audio_features,52FKgcBw9YcVVguoqiDFEq,spotify:track:52FKgcBw9YcVVguoqiDFEq,https://api.spotify.com/v1/tracks/52FKgcBw9YcVVguoqiDFEq,https://api.spotify.com/v1/audio-analysis/52FKgcBw9YcVVguoqiDFEq,278480,4,2018-10-03T03:22:01Z,4hynGWtmIAaKmaOm8snH71,Yuna,alternative r&b,https://i.scdn.co/image/70a5f296b80e4478d53fc02c3541c04c28aba841,Your Love,32
0.625,0.646,7,-5.861,0,0.0827,0.0207,0,0.654,0.478,154.977,audio_features,2yiagVAREGcWD9LmOcQMLB,spotify:track:2yiagVAREGcWD9LmOcQMLB,https://api.spotify.com/v1/tracks/2yiagVAREGcWD9LmOcQMLB,https://api.spotify.com/v1/audio-analysis/2yiagVAREGcWD9LmOcQMLB,257598,4,2018-10-03T03:18:50Z,6soupl8lr0HZcGvHy8NIfv,JMSN,alternative r&b,https://i.scdn.co/image/ab67616d0000b27365cba51fd7409f55d6676743,Talk Is Cheap,50
0.748,0.416,10,-9.583,1,0.0387,0.573,0.0121,0.11,0.305,113.041,audio_features,3ySxFBVXkrrRJ9v1AWR9Yu,spotify:track:3ySxFBVXkrrRJ9v1AWR9Yu,https://api.spotify.com/v1/tracks/3ySxFBVXkrrRJ9v1AWR9Yu,https://api.spotify.com/v1/audio-analysis/3ySxFBVXkrrRJ9v1AWR9Yu,301592,4,2018-10-03T02:27:12Z,3lEIshh1F5T3XR71jVGdqV,Shoos Off,la pop,https://i.scdn.co/image/ab67616d0000b273b26bf9284ecd025405554197,Most Times,53
0.649,0.54,4,-8.784,0,0.029,0.813,0.0206,0.216,0.0944,99.986,audio_features,3dvScG36HmLACF2kvp23iA,spotify:track:3dvScG36HmLACF2kvp23iA,https://api.spotify.com/v1/tracks/3dvScG36HmLACF2kvp23iA,https://api.spotify.com/v1/audio-analysis/3dvScG36HmLACF2kvp23iA,244463,4,2018-10-03T02:19:42Z,5wv9JipBqTvUlggw9SeZvz,Octave Lissner,undefined,https://i.scdn.co/image/ab67616d0000b273c70795796fde0ad3489badf1,Wildflower,21
0.678,0.414,9,-10.144,0,0.0498,0.366,0.00000378,0.0885,0.355,130.031,audio_features,3Txcx4jhuiTZSvhAL0WaRc,spotify:track:3Txcx4jhuiTZSvhAL0WaRc,https://api.spotify.com/v1/tracks/3Txcx4jhuiTZSvhAL0WaRc,https://api.spotify.com/v1/audio-analysis/3Txcx4jhuiTZSvhAL0WaRc,243133,4,2018-10-03T02:15:49Z,4hynGWtmIAaKmaOm8snH71,Yuna,alternative r&b,https://i.scdn.co/image/70a5f296b80e4478d53fc02c3541c04c28aba841,Crush,63
0.503,0.581,6,-7.007,1,0.0881,0.21,0.000708,0.257,0.633,94.555,audio_features,6ZzYETKetIfNUsZUb23jgG,spotify:track:6ZzYETKetIfNUsZUb23jgG,https://api.spotify.com/v1/tracks/6ZzYETKetIfNUsZUb23jgG,https://api.spotify.com/v1/audio-analysis/6ZzYETKetIfNUsZUb23jgG,233601,4,2018-10-03T01:55:30Z,0fwZXPXf41aF6H0CN3UtXV,HONNE,uk pop,https://i.scdn.co/image/ab67616d0000b273210933bff4e6e68dc23472b0,Day 1 ◑,72
0.403,0.86,6,-4.252,1,0.0649,0.0542,0.000349,0.13,0.311,176,audio_features,4i2OsaRNDW7Jr3KqUb4xfw,spotify:track:4i2OsaRNDW7Jr3KqUb4xfw,https://api.spotify.com/v1/tracks/4i2OsaRNDW7Jr3KqUb4xfw,https://api.spotify.com/v1/audio-analysis/4i2OsaRNDW7Jr3KqUb4xfw,215353,4,2018-10-02T05:05:57Z,1Ezvo2RC12cFqbJSdSzQXv,Glades,australian pop,https://i.scdn.co/image/ab67616d0000b273f18093abd9bb3c64ce468af9,Her (Loving You),37
0.669,0.693,9,-6.407,0,0.0695,0.127,0.00000294,0.174,0.398,100.946,audio_features,63MRutmAXJwkxhMhPHoioS,spotify:track:63MRutmAXJwkxhMhPHoioS,https://api.spotify.com/v1/tracks/63MRutmAXJwkxhMhPHoioS,https://api.spotify.com/v1/audio-analysis/63MRutmAXJwkxhMhPHoioS,197000,4,2018-10-02T05:04:01Z,0pMPk0E9YCgU1PzxDViKf5,LÉON,dance pop,https://i.scdn.co/image/ab67616d0000b273653b2c71806f3e87211d31b7,Tired of Talking,58
0.752,0.679,3,-6.464,1,0.0304,0.063,0,0.0727,0.669,106.99,audio_features,45w70aQhNwke1yrQZO0ffm,spotify:track:45w70aQhNwke1yrQZO0ffm,https://api.spotify.com/v1/tracks/45w70aQhNwke1yrQZO0ffm,https://api.spotify.com/v1/audio-analysis/45w70aQhNwke1yrQZO0ffm,194989,4,2018-10-02T04:48:31Z,3xrrgkDzo0f6BPprS8tih4,Glades,australian pop,https://i.scdn.co/image/ab67616d0000b273c25cac9105f9cf771f0c6580,Do Right,56
0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6,audio_features,7vRriwrloYVaoAe3a9wJHe,spotify:track:7vRriwrloYVaoAe3a9wJHe,https://api.spotify.com/v1/tracks/7vRriwrloYVaoAe3a9wJHe,https://api.spotify.com/v1/audio-analysis/7vRriwrloYVaoAe3a9wJHe,251034,4,2018-10-02T04:45:04Z,3L0H4RjVXpEkwfDgi3XOdf,gnash,pop,https://i.scdn.co/image/ab67616d0000b27308862f843ea27f44f8e8cbd8,i hate u  i love u (feat. olivia o'brien),82
0.426,0.408,3,-9.419,1,0.0524,0.771,0.00000788,0.394,0.528,76.309,audio_features,41CgzGD7xlgnJe14R4cqkL,spotify:track:41CgzGD7xlgnJe14R4cqkL,https://api.spotify.com/v1/tracks/41CgzGD7xlgnJe14R4cqkL,https://api.spotify.com/v1/audio-analysis/41CgzGD7xlgnJe14R4cqkL,204712,4,2018-10-02T04:40:47Z,7lqieLm717j9Z8JrG7POkS,Lauv,pop,https://i.scdn.co/image/ab67616d0000b2735355919e31efac9b14c45c49,Paris in the Rain,76
0.575,0.46,1,-6.839,1,0.182,0.0988,0,0.227,0.462,95.952,audio_features,15ahYSiHAIMxAnujlXVtta,spotify:track:15ahYSiHAIMxAnujlXVtta,https://api.spotify.com/v1/tracks/15ahYSiHAIMxAnujlXVtta,https://api.spotify.com/v1/audio-analysis/15ahYSiHAIMxAnujlXVtta,203650,4,2018-10-02T04:15:29Z,0HiwsXForePsWdIZW6EEkK,LANY,la pop,https://i.scdn.co/image/9ce9879988d9ebc5c4387266983fb1af479f885d,Super Far,70
0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,audio_features,3d8y0t70g7hw2FOWl9Z4Fm,spotify:track:3d8y0t70g7hw2FOWl9Z4Fm,https://api.spotify.com/v1/tracks/3d8y0t70g7hw2FOWl9Z4Fm,https://api.spotify.com/v1/audio-analysis/3d8y0t70g7hw2FOWl9Z4Fm,160097,4,2018-10-02T04:15:03Z,2zbTrm2pIAErzFSopinkbN,The Lumineers,folk-pop,https://i.scdn.co/image/ab67616d0000b273cd34380a48c22de3d0e475de,Ophelia,73
0.324,0.416,11,-8.92,0,0.0368,0.262,0.0000369,0.11,0.151,113.986,audio_features,2nMeu6UenVvwUktBCpLMK9,spotify:track:2nMeu6UenVvwUktBCpLMK9,https://api.spotify.com/v1/tracks/2nMeu6UenVvwUktBCpLMK9,https://api.spotify.com/v1/audio-analysis/2nMeu6UenVvwUktBCpLMK9,236053,4,2018-10-02T04:14:32Z,1D92WOHWUI2AGQCCdplcXL,Lana Del Rey,art pop,https://i.scdn.co/image/d6575ddd5bb7b6dcf70fb10da88cc3230befcd22,Young And Beautiful,76
0.798,0.556,11,-8.597,1,0.0303,0.527,0.000353,0.0959,0.627,109.994,audio_features,2rd4FH1cSaWGc0ZiUaMbX9,spotify:track:2rd4FH1cSaWGc0ZiUaMbX9,https://api.spotify.com/v1/tracks/2rd4FH1cSaWGc0ZiUaMbX9,https://api.spotify.com/v1/audio-analysis/2rd4FH1cSaWGc0ZiUaMbX9,236727,4,2018-10-02T04:11:43Z,6q6pANmFQbMk7KzlzNeBep,Phum Viphurit,bedroom pop,https://i.scdn.co/image/ab67616d0000b273ebefdcb9f6e825e8582bbac4,Lover Boy,69
0.75,0.733,7,-4.483,1,0.0331,0.5,0,0.12,0.791,98.001,audio_features,7sUbenrBzw6retvleBHvUB,spotify:track:7sUbenrBzw6retvleBHvUB,https://api.spotify.com/v1/tracks/7sUbenrBzw6retvleBHvUB,https://api.spotify.com/v1/audio-analysis/7sUbenrBzw6retvleBHvUB,186122,4,2018-10-02T03:55:37Z,3nOVvGkBF4wO5eBAFEscl7,Kimberley Chen,mandopop,https://i.scdn.co/image/ab67616d0000b273ac711a89e867b9e29065f498,心動拍拍,49
0.811,0.745,11,-4.849,0,0.0541,0.399,0,0.0819,0.862,117.055,audio_features,1kf67an8e2areqWsxJbzjJ,spotify:track:1kf67an8e2areqWsxJbzjJ,https://api.spotify.com/v1/tracks/1kf67an8e2areqWsxJbzjJ,https://api.spotify.com/v1/audio-analysis/1kf67an8e2areqWsxJbzjJ,198692,4,2018-10-02T03:41:28Z,3gGgupUS4V5sIIoaiSegaW,Taichi Mukai,j-pop,https://i.scdn.co/image/ab67616d0000b273ef31105ad04bfad299f16368,FLY,29
0.889,0.465,5,-7.466,1,0.0662,0.828,0.000114,0.0984,0.525,120.063,audio_features,0mojWVkRn2F5x5DGlN0IZj,spotify:track:0mojWVkRn2F5x5DGlN0IZj,https://api.spotify.com/v1/tracks/0mojWVkRn2F5x5DGlN0IZj,https://api.spotify.com/v1/audio-analysis/0mojWVkRn2F5x5DGlN0IZj,228107,4,2018-10-02T03:41:25Z,2TyNFofOsBxvytOEoZff0s,Taichi Mukai,j-pop,https://i.scdn.co/image/ab67616d0000b2732bf4ad96f1c6e68a38f650cc,SLOW DOWN,42
0.507,0.477,10,-8.498,1,0.0285,0.386,0.00000558,0.127,0.288,131.839,audio_features,4F189oz9W9JOV6ovuHsHYV,spotify:track:4F189oz9W9JOV6ovuHsHYV,https://api.spotify.com/v1/tracks/4F189oz9W9JOV6ovuHsHYV,https://api.spotify.com/v1/audio-analysis/4F189oz9W9JOV6ovuHsHYV,279306,4,2018-09-27T03:13:11Z,0ScIIgqjJbTLZjlwn7P3PZ,Ronghao Li,cantopop,https://i.scdn.co/image/ab67616d0000b2738ac8aff0ae68816654c18332,年少有為,54
0.563,0.648,7,-8.905,0,0.029,0.604,0.246,0.27,0.888,75.998,audio_features,0eELbO6DGfH8dlmU5ao2lU,spotify:track:0eELbO6DGfH8dlmU5ao2lU,https://api.spotify.com/v1/tracks/0eELbO6DGfH8dlmU5ao2lU,https://api.spotify.com/v1/audio-analysis/0eELbO6DGfH8dlmU5ao2lU,244915,4,2018-09-27T03:02:04Z,39rco8ihl2WmSUjSHt8bEY,Ronghao Li,cantopop,https://i.scdn.co/image/ab67616d0000b273e924aa207dce8de107de9af2,王牌冤家,38
0.598,0.387,7,-11.077,1,0.0304,0.396,0.00000127,0.175,0.292,74.989,audio_features,6OIhle9yaQc342WhBMhkEq,spotify:track:6OIhle9yaQc342WhBMhkEq,https://api.spotify.com/v1/tracks/6OIhle9yaQc342WhBMhkEq,https://api.spotify.com/v1/audio-analysis/6OIhle9yaQc342WhBMhkEq,209388,4,2018-09-27T01:35:34Z,5nXYRjxUu4dsbslIdunqSy,Nicky Lee,mandopop,https://i.scdn.co/image/ab67616d0000b2737aa5798fe62505084630da60,Secrets - [人際關係事務所]插曲,36
